ID	SLNO	SALIST	SOURCE_CONCEPT	CONCEPTICON_ID	CONCEPTICON_NAME	FORM	TOKENS	BORROWED	TONES	SOURCE	PAGE	DOCULECT	SPEAKER	GLOTTOCODE	NOTES
3752	938	granary	granary (to store rice)	3657	GRANARY	kʰia³³	kʰ ia ³³	0	33	nawsawu2016makyam	217	Santong	st2	maky1236	
3753	939	well..water.source	well (n)	954	WELL	tʰi³³ kʰy³¹	tʰ i ³³ + kʰ y ³¹	0	33 31	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3754	939	well..water.source	well (n)	954	WELL	tʰi³³ kʰy²¹	tʰ i ³³ + kʰ y ²¹	0	33 21	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3755	939	well..water.source	well (n)	954	WELL	tʰi³³ kʰy³¹	tʰ i ³³ + kʰ y ³¹	0	33 31	nawsawu2016makyam	217	Santong	st1	maky1236	
3756	939	well..water.source	well (n)	954	WELL	tʰi³³ kʰy²¹	tʰ i ³³ + kʰ y ²¹	0	33 21	nawsawu2016makyam	217	Santong	st2	maky1236	
3757	940		bathing place	-	-	tʰi³³ sɔk³¹ piʔ³³	tʰ i ³³ + s ɔ k ³¹ + p i ʔ ³³	0	33 31 33	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3758	940		bathing place	-	-	tʰi³³ sɔk²¹ piʔ⁵²	tʰ i ³³ + s ɔ k ²¹ + p i ʔ ⁵²	0	33 21 52	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3759	940		bathing place	-	-	tʰi³³ kʰy³¹	tʰ i ³³ + kʰ y ³¹	0	33 31	nawsawu2016makyam	217	Santong	st1	maky1236	
3760	940		bathing place	-	-	tʰi³³ kʰy²¹	tʰ i ³³ + kʰ y ²¹	0	33 21	nawsawu2016makyam	217	Santong	st2	maky1236	
3761	941		latrine, toilet	219	TOILET	ʔaiŋ³³ da³³**	ʔ ai ŋ ³³ + d a ³³ * *	1	33 33	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3762	941		latrine, toilet	219	TOILET	ʔain³³ da³³**	ʔ ai n ³³ + d a ³³ * *	1	33 33	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3763	941		latrine, toilet	219	TOILET	tiʔ⁴⁴ ɲɔk⁵² kʰə³³ ɲə³³	t i ʔ ⁴⁴ + ɲ ɔ k ⁵² + kʰ ə ³³ + ɲ ə ³³	0	44 52 33 33	nawsawu2016makyam	217	Santong	st1	maky1236	
3764	941		latrine, toilet	219	TOILET	tiʔ⁴⁴ ɲɔk⁵² kʰə²¹ ɲy³³	t i ʔ ⁴⁴ + ɲ ɔ k ⁵² + kʰ ə ²¹ + ɲ y ³³	0	44 52 21 33	nawsawu2016makyam	217	Santong	st2	maky1236	
3765	942		garbage dump	-	-	kʰə³¹ va³³ ŋaʔ⁵² pun³³ kʰy³³	kʰ ə ³¹ + v a ³³ + ŋ a ʔ ⁵² + p u n ³³ + kʰ y ³³	0	31 33 52 33 33	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3766	942		garbage dump	-	-	kʰə²¹ va³³ ŋaʔ⁴⁴ pun³³ kʰe³³	kʰ ə ²¹ + v a ³³ + ŋ a ʔ ⁴⁴ + p u n ³³ + kʰ e ³³	0	21 33 44 33 33	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3767	942		garbage dump	-	-	syʔ⁴⁴ ŋaʔ⁵² kʰe³³	s y ʔ ⁴⁴ + ŋ a ʔ ⁵² + kʰ e ³³	0	44 52 33	nawsawu2016makyam	217	Santong	st1	maky1236	
3768	942		garbage dump	-	-	syʔ⁴² ŋaʔ⁴² kʰe³³	s y ʔ ⁴² + ŋ a ʔ ⁴² + kʰ e ³³	0	42 42 33	nawsawu2016makyam	217	Santong	st2	maky1236	
3769	943	garden	garden	1192	GARDEN	kə⁴⁴ kʰə³¹ zɔk³¹	k ə ⁴⁴ + kʰ ə ³¹ + z ɔ k ³¹	0	44 31 31	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3770	943	garden	garden	1192	GARDEN	ke³⁵  kʰə²¹ zɔk²¹	k e ³⁵ + + kʰ ə ²¹ + z ɔ k ²¹	0	35  21 21	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3771	943	garden	garden	1192	GARDEN	kʰiaŋ³¹ wan²⁴ kʰə³¹ jok³¹	kʰ ia ŋ ³¹ + w a n ²⁴ + kʰ ə ³¹ + j o k ³¹	0	31 24 31 31	nawsawu2016makyam	217	Santong	st1	maky1236	
3772	943	garden	garden	1192	GARDEN	kʰiaŋ²¹ wan⁴⁴ kʰə²¹ jok²¹	kʰ ia ŋ ²¹ + w a n ⁴⁴ + kʰ ə ²¹ + j o k ²¹	0	21 44 21 21	nawsawu2016makyam	217	Santong	st2	maky1236	
3773	944	field.hut	shelter (n)	1678	HUT	kə⁴⁴ ɲy³³ piʔ³¹	k ə ⁴⁴ + ɲ y ³³ + p i ʔ ³¹	0	44 33 31	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3774	944	field.hut	shelter (n)	1678	HUT	kə⁴⁴ ɲø³³ piʔ²¹	k ə ⁴⁴ + ɲ ø ³³ + p i ʔ ²¹	0	44 ø33 21	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3775	944	field.hut	shelter (n)	1678	HUT	kə⁴⁴ ɲy³³ meʔ³¹	k ə ⁴⁴ + ɲ y ³³ + m e ʔ ³¹	0	44 33 31	nawsawu2016makyam	217	Santong	st1	maky1236	
3776	944	field.hut	shelter (n)	1678	HUT	kə⁴⁴ ɲy³³ meʔ²¹	k ə ⁴⁴ + ɲ y ³³ + m e ʔ ²¹	0	44 33 21	nawsawu2016makyam	217	Santong	st2	maky1236	
3777	945	erect:to	build	1840	BUILD	sa³³ kɔ³¹	s a ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3778	945	erect:to	build	1840	BUILD	ʃa³³ kɔ²¹	ʃ a ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3779	945	erect:to	build	1840	BUILD	sa³³ kɔ³¹	s a ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	217	Santong	st1	maky1236	
3780	945	erect:to	build	1840	BUILD	sa³³ kɔ²¹	s a ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	217	Santong	st2	maky1236	
3781	946		thatch (n)	279	THATCH	θy³³	θ y ³³	0	33	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3782	946		thatch (n)	279	THATCH	θy³³	θ y ³³	0	33	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3783	946		thatch (n)	279	THATCH	θy³³	θ y ³³	0	33	nawsawu2016makyam	217	Santong	st1	maky1236	
3784	946		thatch (n)	279	THATCH	θy³³	θ y ³³	0	33	nawsawu2016makyam	217	Santong	st2	maky1236	
3785	947		plaster (n)	-	-	ka⁴⁴ tə³³ ja³³**	k a ⁴⁴ + t ə ³³ + j a ³³ * *	1	44 33 33	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3786	947		plaster (n)	-	-	kat⁴⁴ tə²¹ ya³³**	k a t ⁴⁴ + t ə ²¹ + ya ³³ * *	1	44 21 33	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3787	947		plaster (n)	-	-	ka⁴⁴ tə³³ ja³³**	k a ⁴⁴ + t ə ³³ + j a ³³ * *	1	44 33 33	nawsawu2016makyam	217	Santong	st1	maky1236	
3788	947		plaster (n)	-	-	ka⁴⁴ tə³³ ja³³**	k a ⁴⁴ + t ə ³³ + j a ³³ * *	1	44 33 33	nawsawu2016makyam	217	Santong	st2	maky1236	
3789	948	paint	paint (n)	647	PAINT (PIGMENTS)	nok⁴⁴ tʃɛ⁴⁴ tʃum⁴⁴ piʔ³¹ θin³³ va³¹	n o k ⁴⁴ + tʃ ɛ ⁴⁴ + tʃ u m ⁴⁴ + p i ʔ ³¹ + θ i n ³³ + v a ³¹	0	44 44 44 31 33 31	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3790	948	paint	paint (n)	647	PAINT (PIGMENTS)	nok⁵² kɛ⁴⁴ tʃum⁴⁴ piʔ²¹ θin³³ va²¹	n o k ⁵² + k ɛ ⁴⁴ + tʃ u m ⁴⁴ + p i ʔ ²¹ + θ i n ³³ + v a ²¹	0	52 44 44 21 33 21	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3791	948	paint	paint (n)	647	PAINT (PIGMENTS)	nok⁴⁴ tʃom⁴⁴ tʰi⁴⁴	n o k ⁴⁴ + tʃ o m ⁴⁴ + tʰ i ⁴⁴	0	44 44 44	nawsawu2016makyam	217	Santong	st1	maky1236	
3792	948	paint	paint (n)	647	PAINT (PIGMENTS)	nok⁴⁴ tʃom⁴⁴ tʰi⁴⁴	n o k ⁴⁴ + tʃ o m ⁴⁴ + tʰ i ⁴⁴	0	44 44 44	nawsawu2016makyam	217	Santong	st2	maky1236	
3793	949		ladder	1464	LADDER	pʰə⁴⁴ liaŋ⁴⁴	pʰ ə ⁴⁴ + l ia ŋ ⁴⁴	0	44 44	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3794	949		ladder	1464	LADDER	pʰə²¹ liaŋ⁴⁴	pʰ ə ²¹ + l ia ŋ ⁴⁴	0	21 44	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3795	949		ladder	1464	LADDER	pʰə⁴⁴ liaŋ⁴⁴	pʰ ə ⁴⁴ + l ia ŋ ⁴⁴	0	44 44	nawsawu2016makyam	217	Santong	st1	maky1236	
3796	949		ladder	1464	LADDER	pʰə²¹ liaŋ⁴⁴	pʰ ə ²¹ + l ia ŋ ⁴⁴	0	21 44	nawsawu2016makyam	217	Santong	st2	maky1236	
3797	950	chair	chair	1476	CHAIR	kʰə²¹ ɲy⁴⁴	kʰ ə ²¹ + ɲ y ⁴⁴	0	21 44	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3798	950	chair	chair	1476	CHAIR	kʰə²¹ ɲy⁴⁴	kʰ ə ²¹ + ɲ y ⁴⁴	0	21 44	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3799	950	chair	chair	1476	CHAIR	kʰə⁴⁴ ɲy⁴⁴	kʰ ə ⁴⁴ + ɲ y ⁴⁴	0	44 44	nawsawu2016makyam	217	Santong	st1	maky1236	
3800	950	chair	chair	1476	CHAIR	kʰə⁴⁴ ɲy⁴⁴	kʰ ə ⁴⁴ + ɲ y ⁴⁴	0	44 44	nawsawu2016makyam	217	Santong	st2	maky1236	
3801	951		table	2804	STABLE	sə³¹ bue⁴⁴**	s ə ³¹ + b ue ⁴⁴ * *	1	31 44	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3802	951		table	2804	STABLE	sə²¹ bə²¹ we⁴⁴**	s ə ²¹ + b ə ²¹ + w e ⁴⁴ * *	1	21 21 44	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3803	951		table	2804	STABLE	sə³¹ buɛ⁴⁴**	s ə ³¹ + b uɛ ⁴⁴ * *	1	31 44	nawsawu2016makyam	217	Santong	st1	maky1236	
3804	951		table	2804	STABLE	sə²¹ buɛ⁴⁴**	s ə ²¹ + b uɛ ⁴⁴ * *	1	21 44	nawsawu2016makyam	217	Santong	st2	maky1236	
3805	952		lamp	625	LAMP	miɛ³³ kʰe³¹	m iɛ ³³ + kʰ e ³¹	0	33 31	nawsawu2016makyam	217	Khalai	kl1	maky1236	
3806	952		lamp	625	LAMP	miɛ³³ kʰe³⁵	m iɛ ³³ + kʰ e ³⁵	0	33 35	nawsawu2016makyam	217	Khalai	kl2	maky1236	
3807	952		lamp	625	LAMP	miɛ³³ nok³¹	m iɛ ³³ + n o k ³¹	0	33 31	nawsawu2016makyam	217	Santong	st1	maky1236	
3808	952		lamp	625	LAMP	mia³³ nok²¹	m ia ³³ + n o k ²¹	0	33 21	nawsawu2016makyam	217	Santong	st2	maky1236	
3809	953	fan	fan (n)	1971	FAN (OBJECT)	miɛ³³ kʰə³¹ wan³¹	m iɛ ³³ + kʰ ə ³¹ + w a n ³¹	0	33 31 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3810	953	fan	fan (n)	1971	FAN (OBJECT)	miɛ³³ kʰə²¹ van²¹	m iɛ ³³ + kʰ ə ²¹ + v a n ²¹	0	33 21 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3811	953	fan	fan (n)	1971	FAN (OBJECT)	paŋ³³ ka³³	p a ŋ ³³ + k a ³³	0	33 33	nawsawu2016makyam	218	Santong	st1	maky1236	
3812	953	fan	fan (n)	1971	FAN (OBJECT)	paŋ³³ ka³³	p a ŋ ³³ + k a ³³	0	33 33	nawsawu2016makyam	218	Santong	st2	maky1236	
3813	954		bell	251	BELL	kʰoŋ⁴⁴ loŋ⁴⁴	kʰ o ŋ ⁴⁴ + l o ŋ ⁴⁴	0	44 44	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3814	954		bell	251	BELL	kʰoŋ⁴⁴ loŋ⁴⁴	kʰ o ŋ ⁴⁴ + l o ŋ ⁴⁴	0	44 44	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3815	954		bell	251	BELL	kʰɔŋ⁴⁴ lauŋ⁴⁴	kʰ ɔ ŋ ⁴⁴ + l au ŋ ⁴⁴	0	44 44	nawsawu2016makyam	218	Santong	st1	maky1236	
3816	954		bell	251	BELL	kʰɔŋ⁴⁴ lauŋ⁴⁴	kʰ ɔ ŋ ⁴⁴ + l au ŋ ⁴⁴	0	44 44	nawsawu2016makyam	218	Santong	st2	maky1236	
3817	955		ring (bell) (v)	2875	RING (MAKE SOUND)	kʰoŋ⁴⁴ loŋ⁴⁴ ke⁵² huan³¹	kʰ o ŋ ⁴⁴ + l o ŋ ⁴⁴ + k e ⁵² + h ua n ³¹	0	44 44 52 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3818	955		ring (bell) (v)	2875	RING (MAKE SOUND)	kʰoŋ⁴⁴ loŋ⁴⁴ ke⁵² huan²¹	kʰ o ŋ ⁴⁴ + l o ŋ ⁴⁴ + k e ⁵² + h ua n ²¹	0	44 44 52 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3819	955		ring (bell) (v)	2875	RING (MAKE SOUND)	kʰɔŋ⁴⁴ lauŋ⁴⁴ kiɛ³³ kɔ⁴⁴	kʰ ɔ ŋ ⁴⁴ + l au ŋ ⁴⁴ + k iɛ ³³ + k ɔ ⁴⁴	0	44 44 33 44	nawsawu2016makyam	218	Santong	st1	maky1236	
3820	955		ring (bell) (v)	2875	RING (MAKE SOUND)	kʰɔŋ⁴⁴ lauŋ⁴⁴ kiɛ³³ kɔ⁴⁴	kʰ ɔ ŋ ⁴⁴ + l au ŋ ⁴⁴ + k iɛ ³³ + k ɔ ⁴⁴	0	44 44 33 44	nawsawu2016makyam	218	Santong	st2	maky1236	
3821	956		act, do	-	-	ty³³ kɔ³¹	t y ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3822	956		act, do	-	-	ty³³ kɔ²¹	t y ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3823	956		act, do	-	-	ɲin⁵² ty³³ kɔ³¹	ɲ i n ⁵² + t y ³³ + k ɔ ³¹	0	52 33 31	nawsawu2016makyam	218	Santong	st1	maky1236	
3824	956		act, do	-	-	ɲin⁴² ty³³ kɔ²¹	ɲ i n ⁴² + t y ³³ + k ɔ ²¹	0	42 33 21	nawsawu2016makyam	218	Santong	st2	maky1236	
3825	957		work (n)	4530	WORK (N.)	ɲin³³ θy³¹	ɲ i n ³³ + θ y ³¹	0	33 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3826	957		work (n)	4530	WORK (N.)	ɲin³³ θy²¹	ɲ i n ³³ + θ y ²¹	0	33 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3827	957		work (n)	4530	WORK (N.)	ɲin⁴⁴	ɲ i n ⁴⁴	0	44	nawsawu2016makyam	218	Santong	st1	maky1236	
3828	957		work (n)	4530	WORK (N.)	ɲin⁴⁴	ɲ i n ⁴⁴	0	44	nawsawu2016makyam	218	Santong	st2	maky1236	
3829	958	mend:to	mend, repair	2243	REPAIR	laʔ⁵² tʃa⁴⁴ kɔ³¹	l a ʔ ⁵² + tʃ a ⁴⁴ + k ɔ ³¹	0	52 44 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3830	958	mend:to	mend, repair	2243	REPAIR	laʔ⁵² tʃa⁴⁴ kɔ²¹	l a ʔ ⁵² + tʃ a ⁴⁴ + k ɔ ²¹	0	52 44 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3831	958	mend:to	mend, repair	2243	REPAIR	laʔ⁵² tʃa⁴⁴ kɔ³¹	l a ʔ ⁵² + tʃ a ⁴⁴ + k ɔ ³¹	0	52 44 31	nawsawu2016makyam	218	Santong	st1	maky1236	
3832	958	mend:to	mend, repair	2243	REPAIR	laʔ⁴² tʃa³³ kɔ²¹	l a ʔ ⁴² + tʃ a ³³ + k ɔ ²¹	0	42 33 21	nawsawu2016makyam	218	Santong	st2	maky1236	
3833	959		forge (n)	288	FORGE	kʰə³¹ waŋ³³ kʰy⁴⁴	kʰ ə ³¹ + w a ŋ ³³ + kʰ y ⁴⁴	0	31 33 44	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3834	959		forge (n)	288	FORGE	kʰə²¹ vaŋ³³ kʰy⁴⁴	kʰ ə ²¹ + v a ŋ ³³ + kʰ y ⁴⁴	0	21 33 44	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3835	959		forge (n)	288	FORGE	neik⁵² tʰaŋ⁴⁴ hy⁴⁴	n ei k ⁵² + tʰ a ŋ ⁴⁴ + h y ⁴⁴	0	52 44 44	nawsawu2016makyam	218	Santong	st1	maky1236	
3836	959		forge (n)	288	FORGE	kʰə²¹ vuan³³ kʰy³⁵	kʰ ə ²¹ + v ua n ³³ + kʰ y ³⁵	0	21 33 35	nawsawu2016makyam	218	Santong	st2	maky1236	
3837	960	hammer	hammer	1300	HAMMER	tʰaŋ³³ loŋ³³	tʰ a ŋ ³³ + l o ŋ ³³	0	33 33	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3838	960	hammer	hammer	1300	HAMMER	tʰaŋ³³ loŋ³³	tʰ a ŋ ³³ + l o ŋ ³³	0	33 33	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3839	960	hammer	hammer	1300	HAMMER	tu³³	t u ³³	0	33	nawsawu2016makyam	218	Santong	st1	maky1236	
3840	960	hammer	hammer	1300	HAMMER	tu³³	t u ³³	0	33	nawsawu2016makyam	218	Santong	st2	maky1236	
3841	961		anvil	1648	ANVIL	ka⁴⁴ tʰat³¹ piʔ³¹	k a ⁴⁴ + tʰ a t ³¹ + p i ʔ ³¹	0	44 31 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3842	961		anvil	1648	ANVIL	ka⁴⁴ tʰat²¹ piʔ²¹	k a ⁴⁴ + tʰ a t ²¹ + p i ʔ ²¹	0	44 21 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3843	961		anvil	1648	ANVIL	pe³³	p e ³³	0	33	nawsawu2016makyam	218	Santong	st1	maky1236	
3844	961		anvil	1648	ANVIL	pe³³	p e ³³	0	33	nawsawu2016makyam	218	Santong	st2	maky1236	
3845	962		bellows	254	BELLOWS	lɔ³³ paiŋ³¹	l ɔ ³³ + p ai ŋ ³¹	0	33 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3846	962		bellows	254	BELLOWS	lɔ³³ paiŋ²¹	l ɔ ³³ + p ai ŋ ²¹	0	33 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3847	962		bellows	254	BELLOWS	lɔ⁴⁴	l ɔ ⁴⁴	0	44	nawsawu2016makyam	218	Santong	st1	maky1236	
3848	962		bellows	254	BELLOWS	lɔ⁴⁴	l ɔ ⁴⁴	0	44	nawsawu2016makyam	218	Santong	st2	maky1236	
3849	963		lump (clay, mud)	-	-	haʔ³¹ pi³³	h a ʔ ³¹ + p i ³³	0	31 33	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3850	963		lump (clay, mud)	-	-	haʔ²¹ pi³³	h a ʔ ²¹ + p i ³³	0	21 33	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3851	963		lump (clay, mud)	-	-	tʰim³³ pʰə³¹ leiŋ⁴⁴	tʰ i m ³³ + pʰ ə ³¹ + l ei ŋ ⁴⁴	0	33 31 44	nawsawu2016makyam	218	Santong	st1	maky1236	
3852	963		lump (clay, mud)	-	-	tʰim³³ pʰə²¹ leiŋ⁴⁴	tʰ i m ³³ + pʰ ə ²¹ + l ei ŋ ⁴⁴	0	33 21 44	nawsawu2016makyam	218	Santong	st2	maky1236	
3853	964		mould (pottery)	1166	MOULD	vi³³ θi³¹ pi⁴⁴ kɔk³¹	v i ³³ + θ i ³¹ + p i ⁴⁴ + k ɔ k ³¹	0	33 31 44 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3854	964		mould (pottery)	1166	MOULD	vi³³ θi²¹ pi⁴⁴ kɔk⁵²	v i ³³ + θ i ²¹ + p i ⁴⁴ + k ɔ k ⁵²	0	33 21 44 52	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3855	964		mould (pottery)	1166	MOULD	vaʔ⁵² kop⁴⁴	v a ʔ ⁵² + k o p ⁴⁴	0	52 44	nawsawu2016makyam	218	Santong	st1	maky1236	
3856	964		mould (pottery)	1166	MOULD	vaʔ⁴² kop⁴⁴	v a ʔ ⁴² + k o p ⁴⁴	0	42 44	nawsawu2016makyam	218	Santong	st2	maky1236	
3857	965		potter’s kiln	-	-	miɛ³³ sa³³ suan⁴⁴	m iɛ ³³ + s a ³³ + s ua n ⁴⁴	0	33 33 44	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3858	965		potter’s kiln	-	-	miɛ³³ sa³³ ʃuan⁴⁴	m iɛ ³³ + s a ³³ + ʃ ua n ⁴⁴	0	33 33 44	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3859	965		potter’s kiln	-	-	miɛ³³ kim³¹	m iɛ ³³ + k i m ³¹	0	33 31	nawsawu2016makyam	218	Santong	st1	maky1236	
3860	965		potter’s kiln	-	-	miɛ³³ kim²¹	m iɛ ³³ + k i m ²¹	0	33 21	nawsawu2016makyam	218	Santong	st2	maky1236	
3861	966		wood	2141	TREE OR WOOD	hy⁴⁴	h y ⁴⁴	0	44	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3862	966		wood	2141	TREE OR WOOD	hy⁴⁴	h y ⁴⁴	0	44	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3863	966		wood	2141	TREE OR WOOD	hy³³ pu³¹	h y ³³ + p u ³¹	0	33 31	nawsawu2016makyam	218	Santong	st1	maky1236	
3864	966		wood	2141	TREE OR WOOD	hy³³ pu²¹	h y ³³ + p u ²¹	0	33 21	nawsawu2016makyam	218	Santong	st2	maky1236	
3865	967		cut down (tree)	463	FELL (A TREE)	pʰiɛʔ⁴⁴ tit⁵² huan³¹	pʰ iɛ ʔ ⁴⁴ + t i t ⁵² + h ua n ³¹	0	44 52 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3866	967		cut down (tree)	463	FELL (A TREE)	pʰiɛʔ⁵² tit⁵² huan²¹	pʰ iɛ ʔ ⁵² + t i t ⁵² + h ua n ²¹	0	52 52 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3867	967		cut down (tree)	463	FELL (A TREE)	pʰiaʔ⁵² tak⁵² kɔ³¹	pʰ ia ʔ ⁵² + t a k ⁵² + k ɔ ³¹	0	52 52 31	nawsawu2016makyam	218	Santong	st1	maky1236	
3868	967		cut down (tree)	463	FELL (A TREE)	pʰiaʔ⁴² tak⁴² kɔ²¹	pʰ ia ʔ ⁴² + t a k ⁴² + k ɔ ²¹	0	42 42 21	nawsawu2016makyam	218	Santong	st2	maky1236	
3869	968		log	1701	LOG	hy³¹ tʰam³¹	h y ³¹ + tʰ a m ³¹	0	31 31	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3870	968		log	1701	LOG	hy²¹ tʰam²¹	h y ²¹ + tʰ a m ²¹	0	21 21	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3871	968		log	1701	LOG	hy³³ tʰaŋ³¹	h y ³³ + tʰ a ŋ ³¹	0	33 31	nawsawu2016makyam	218	Santong	st1	maky1236	
3872	968		log	1701	LOG	hy³³ tʰaŋ²¹	h y ³³ + tʰ a ŋ ²¹	0	33 21	nawsawu2016makyam	218	Santong	st2	maky1236	
3873	969		hollow out (log)	46	HOLLOW OUT	hy³³ keik⁵²	h y ³³ + k ei k ⁵²	0	33 52	nawsawu2016makyam	218	Khalai	kl1	maky1236	
3874	969		hollow out (log)	46	HOLLOW OUT	hy³³ keik⁵²	h y ³³ + k ei k ⁵²	0	33 52	nawsawu2016makyam	218	Khalai	kl2	maky1236	
3875	969		hollow out (log)	46	HOLLOW OUT	ʔit⁵² keik³¹	ʔ i t ⁵² + k ei k ³¹	0	52 31	nawsawu2016makyam	218	Santong	st1	maky1236	
3876	969		hollow out (log)	46	HOLLOW OUT	ʔit⁴⁴ keik²¹	ʔ i t ⁴⁴ + k ei k ²¹	0	44 21	nawsawu2016makyam	218	Santong	st2	maky1236	
3877	970	axe..general	axe	156	AXE	va³³	v a ³³	0	33	nawsawu2016makyam	219	Khalai	kl1	maky1236	
3878	970	axe..general	axe	156	AXE	va³³	v a ³³	0	33	nawsawu2016makyam	219	Khalai	kl2	maky1236	
3879	970	axe..general	axe	156	AXE	va³³	v a ³³	0	33	nawsawu2016makyam	219	Santong	st1	maky1236	
3880	970	axe..general	axe	156	AXE	va³³	v a ³³	0	33	nawsawu2016makyam	219	Santong	st2	maky1236	
3881	971	saw	saw (n)	1948	SAW	hy³³ li³³ neik⁵²	h y ³³ + l i ³³ + n ei k ⁵²	0	33 33 52	nawsawu2016makyam	219	Khalai	kl1	maky1236	
3882	971	saw	saw (n)	1948	SAW	hy³³ li²¹ neik⁵²	h y ³³ + l i ²¹ + n ei k ⁵²	0	33 21 52	nawsawu2016makyam	219	Khalai	kl2	maky1236	
3883	971	saw	saw (n)	1948	SAW	hy³³ li³¹ neik⁵²	h y ³³ + l i ³¹ + n ei k ⁵²	0	33 31 52	nawsawu2016makyam	219	Santong	st1	maky1236	
3884	971	saw	saw (n)	1948	SAW	hy³³ li²¹ neik⁴²	h y ³³ + l i ²¹ + n ei k ⁴²	0	33 21 42	nawsawu2016makyam	219	Santong	st2	maky1236	
3885	972		plank (n)	-	-	hy³³ pu³¹	h y ³³ + p u ³¹	0	33 31	nawsawu2016makyam	219	Khalai	kl1	maky1236	
3886	972		plank (n)	-	-	hy³³ pu²¹	h y ³³ + p u ²¹	0	33 21	nawsawu2016makyam	219	Khalai	kl2	maky1236	
3887	972		plank (n)	-	-	hy³³ pu³¹	h y ³³ + p u ³¹	0	33 31	nawsawu2016makyam	219	Santong	st1	maky1236	
3888	972		plank (n)	-	-	hy³³ pu³¹	h y ³³ + p u ³¹	0	33 31	nawsawu2016makyam	219	Santong	st2	maky1236	
3889	973		knot (in wood)	-	-	kə³³ ɲak³¹	k ə ³³ + ɲ a k ³¹	0	33 31	nawsawu2016makyam	219	Khalai	kl1	maky1236	
3890	973		knot (in wood)	-	-	kə³³ ɲak²¹	k ə ³³ + ɲ a k ²¹	0	33 21	nawsawu2016makyam	219	Khalai	kl2	maky1236	
3891	973		knot (in wood)	-	-	kə³¹ suet³¹	k ə ³¹ + s ue t ³¹	0	31 31	nawsawu2016makyam	219	Santong	st1	maky1236	
