ID,Name,Description,ColumnSpec,Concepticon_ID,Concepticon_Name
caterpillar,caterpillar,,,472,CATERPILLAR
centipede,centipede,,,1974,CENTIPEDE
millipede,millipede,,,-,-
dragonfly,dragonfly,,,836,DRAGONFLY
moth,moth,,,1897,MOTH
antenna,antenna,,,-,-
sting (v),sting (v),,,571,STING
stinger dard,stinger dard,,,-,-
cocoon,cocoon,,,-,-
termite hill,termite hill,,,-,-
beehive,beehive,,,241,BEEHIVE
beeswax,beeswax,,,1931,BEESWAX
honey,honey,,,1396,HONEY
swarm (n),swarm (n),,,2974,SWARM (OF BIRDS)
teak tree,teak tree,,,-,-
fig tree,fig tree,,,322,FIG
tamarind tree,tamarind tree,,,35,TAMARIND
oil palm,oil palm,,,1181,PALM TREE
coconut palm,coconut palm,,,147,COCONUT TREE
bush,bush,,,1683,BUSH
weeds,weeds,,,-,-
trunk (of tree),trunk (of tree),,,4289,TRUNK (OF A TREE)
sap,sap,,,345,SAP
stump,stump,,,241,TREE STUMP
"bulb, tuber","bulb, tuber",,,2617,BULB
"stem, stalk (of corn, millet, etc.)","stem, stalk (of corn, millet, etc.)",,,2628,PLANT STEM
"silk, hair (of corn)","silk, hair (of corn)",,,-,-
blade (of grass),blade (of grass),,,-,-
bud,bud,,,1684,BUD
shoot (new plant),shoot (new plant),,,3358,SPROUT (SHOOT)
vine,vine,,,343,VINE
tendril,tendril,,,-,-
juice,juice,,,1568,JUICE
regime/hand (of bananas),regime/hand (of bananas),,,-,-
corn cob,corn cob,,,-,-
"kernel (of corn, maize)","kernel (of corn, maize)",,,-,-
skin (of fruit),skin (of fruit),,,2373,SKIN (OF FRUIT)
shell (of groundnut),shell (of groundnut),,,-,-
corn husk (n),corn husk (n),,,3686,CORN HUSK
chaff,chaff,,,496,CHAFF
lemon,lemon,,,1646,LEMON
orange,orange,,,2627,ORANGE (FRUIT)
papaya,papaya,,,2445,PAPAYA
pineapple,pineapple,,,2205,PINEAPPLE
guava,guava,,,1279,GUAVA
fig,fig,,,1053,FIG
jackfruit (fruit),jackfruit (fruit),,,2655,JACKFRUIT
tomato,tomato,,,986,TOMATO
onion,onion,,,2063,ONION
okra,okra,,,1737,OKRA
"cocoyam, taro","cocoyam, taro",,,351,TARO
yam,yam,,,4540,YAM
sweet potato,sweet potato,,,159,SWEET POTATO
potato,potato,,,2267,POTATO
"groundnut, peanut","groundnut, peanut",,,595,GROUNDNUT (PEANUT)
sesame seed,sesame seed,,,2797,SESAME
coffee,coffee,,,591,COFFEE
tea,tea,,,2975,TEA
rubber,rubber,,,2445,RUBBER
cotton,cotton,,,668,COTTON
grow (of plants),grow (of plants),,,3461,GROW PLANTS
sprout (v),sprout (v),,,2076,SPROUT (VERB)
(be) unripe,(be) unripe,,,1958,UNRIPE
"(be) shrivelled, (be) wrinkled (fruit)","(be) shrivelled, (be) wrinkled (fruit)",,,380,WRINKLED
wither (plant),wither (plant),,,-,-
blight (n),blight (n),,,1668,LIGHT (N.)
world,world,,,4531,WORLD
place,place,,,2214,PLACE
desert,desert,,,3687,DESERT
"ground, land","ground, land",,,2159,GROUND
"summit, highest point","summit, highest point",,,2205,PEAK
cliff,cliff,,,992,CLIFF
valley,valley,,,921,VALLEY
ditch,ditch,,,2002,DITCH
hole,hole,,,1667,HOLE
crevice,crevice,,,-,-
gravel,gravel,,,1263,GRAVE
clay,clay,,,559,CLAY
copper,copper,,,655,COPPER
rust (n),rust (n),,,2459,RUST (N.)
lake,lake,,,1605,LAKE
marsh,marsh,,,3688,MARSH
spring,spring,,,849,SPRING (OF WATER)
waterfall,waterfall,,,943,WATERFALL
"current (river, stream)","current (river, stream)",,,2935,CURRENT (STREAM)
riverbed (dry),riverbed (dry),,,993,RIVER BED
river bank,river bank,,,3463,RIVERBANK
bridge,bridge,,,372,BRIDGE
island,island,,,1539,ISLAND
beach,beach,,,113,SHORE
wave,wave,,,4435,WAVE
bubble,bubble,,,3689,BUBBLE
foam,foam,,,1108,FOAM
slime (organic),slime (organic),,,-,-
flame,flame,,,889,FLAME
candle,candle,,,447,CANDLE
spark,spark,,,2749,SPARK
fireplace,fireplace,,,1070,FIREPLACE
charcoal,charcoal,,,1188,CHARCOAL
air (breathed),air (breathed),,,27,AIR
full moon,full moon,,,3690,FULL MOON
new moon,new moon,,,3691,NEW MOON
eclipse (moon),eclipse (moon),,,2285,ECLIPSE
"shooting star, meteor","shooting star, meteor",,,2288,METEROID (SHOOTING OR SHINING STAR)
"noise, sound (n)","noise, sound (n)",,,1182,NOISE
drizzle,drizzle,,,1016,DRIZZLE
hail,hail,,,1295,HAIL
flood (n),flood (n),,,613,HIGH TIDE
"drought, famine","drought, famine",,,199,FAMINE
season,season,,,691,SEASON
rainy season,rainy season,,,453,RAINY SEASON
hot weather [hot season],hot weather [hot season],,,3693,HOT WEATHER
cold weather [cold season],cold weather [cold season],,,2483,COLD (OF WEATHER)
light,light,,,679,BRIGHT
sunshine,sunshine,,,3276,SUNSHINE
moonlight,moonlight,,,-,-
darkness,darkness,,,11,DARKNESS
time,time,,,3038,TIME
now,now,,,2015,NOW
before,before,,,245,BEFORE
after,after,,,38,AFTER
early,early,,,877,EARLY
late,late,,,1621,LATE
once,once,,,2914,ONCE (IN THE PAST)
again,again,,,41,AGAIN
sometimes,sometimes,,,1544,SOMETIMES
often,often,,,2044,OFTEN
usually,usually,,,-,-
always,always,,,68,ALWAYS
never,never,,,1656,NEVER
"spend time, pass time","spend time, pass time",,,1951,PASS
month,month,,,1884,MONTH
today,today,,,4231,TODAY
day before yesterday,day before yesterday,,,1180,DAY BEFORE YESTERDAY
day after tomorrow,day after tomorrow,,,3002,THE DAY AFTER TOMORROW
olden times,olden times,,,-,-
dawn (before sunrise),dawn (before sunrise),,,729,DAWN
sunrise,sunrise,,,2296,SUNRISE
afternoon,afternoon,,,1807,AFTERNOON
sunset,sunset,,,2904,SUNSET
"dusk, twilight (after sunset)","dusk, twilight (after sunset)",,,2297,DUSK
daytime,daytime,,,1225,DAY (NOT NIGHT)
thing,thing,,,3011,THING
piece,piece,,,2190,PIECE
top,top,,,1753,TOP
bottom,bottom,,,337,BOTTOM
front (of something),front (of something),,,2194,FRONT (PART)
back (of something),back (of something),,,2323,BACK (PART)
side (of something),side (of something),,,682,SIDE
middle,middle,,,1830,MIDDLE
edge(n),edge(n),,,863,EDGE
point (n),point (n),,,3255,POINT (POINTED END)
bump (n),bump (n),,,-,-
spot (n),spot (n),,,519,SPOT
move (intr),move (intr),,,2873,MOVE (AFFECT EMOTIONALLY)
movement,movement,,,3695,MOVEMENT
go,go,,,695,GO
approach (v),approach (v),,,1778,APPROACH
arrive,arrive,,,1387,ARRIVE
"remain, stay","remain, stay",,,987,REMAIN
leave (place),leave (place),,,1752,LEAVE
"go round, detour","go round, detour",,,-,-
"come (or go) out, exit (v)","come (or go) out, exit (v)",,,-,-
"ascend, go up","ascend, go up",,,705,GO UP (ASCEND)
"descend, go down","descend, go down",,,2014,GO DOWN (DESCEND)
"swing (v), go back and forth","swing (v), go back and forth",,,-,-
slide,slide,,,1324,SLIP
roll,roll,,,827,ROLL
"spread (disease, fire)","spread (disease, fire)",,,-,-
burst,burst,,,680,BREAK (DESTROY OR GET DESTROYED)
speed (n),speed (n),,,-,-
"hasten, hurry","hasten, hurry",,,754,HURRY
"snatch, seize","snatch, seize",,,855,SEIZE
catch (object in air),catch (object in air),,,702,CATCH
pick up,pick up,,,371,PICK UP
hold,hold,,,1448,HOLD
lower (tr),lower (tr),,,-,-
drop (tr),drop (tr),,,750,DROP
"knock down, knock over (an object)","knock down, knock over (an object)",,,-,-
turn over (tr),turn over (tr),,,3537,TURN OVER
drag,drag,,,2030,DRAG
steer (v),steer (v),,,-,-
"overtake, pass (tr)","overtake, pass (tr)",,,558,PASS BY
surround,surround,,,-,-
twist,twist,,,430,TWIST
fold (v),fold (v),,,1470,FOLD
coil (rope) (v),coil (rope) (v),,,-,-
hang up,hang up,,,357,HANG UP
spread out (maize) (tr),spread out (maize) (tr),,,38,SPREAD OUT
stretch,stretch,,,214,STRETCH
"bump (v), knock against","bump (v), knock against",,,-,-
scrape (v),scrape (v),,,1767,SCRAPE
scratch (v),scratch (v),,,1436,SCRATCH
pierce,pierce,,,2190,PIECE
tear (tr),tear (tr),,,1735,TEAR (SHRED)
strip off (bark),strip off (bark),,,-,-
shake (tr),shake (tr),,,1909,SHAKE
crush (tr),crush (tr),,,1520,CRUSH
"create, make","create, make",,,-,-
"alter, change (tr)","alter, change (tr)",,,2856,CHANGE (SOMETHING)
break (tr),break (tr),,,2558,BREAK (CLEAVE)
"destroy, spoil","destroy, spoil",,,681,DESTROY
"join, put together","join, put together",,,1743,JOIN
accumulate,accumulate,,,-,-
gather,gather,,,7,GATHER
"divide, separate (tr)","divide, separate (tr)",,,1119,DIVIDE
scatter (tr),scatter (tr),,,3705,SCATTER
"throw away, get rid of","throw away, get rid of",,,3696,THROW AWAY
"put, place, set","put, place, set",,,998,PUT
leave (something somewhere),leave (something somewhere),,,-,-
"keep, save","keep, save",,,1477,KEEP
hide (tr),hide (tr),,,2486,HIDE
lose (tr),lose (tr),,,1660,LOSE
look for,look for,,,1468,LOOK FOR
find,find,,,719,FIND
blow (of wind) (v),blow (of wind) (v),,,175,BLOW (OF WIND)
blow down,blow down,,,-,-
blow away (intr),blow away (intr),,,-,-
fan (v),fan (v),,,1971,FAN (OBJECT)
drip,drip,,,2253,DRIP (EMIT LIQUID)
leak (v),leak (v),,,2253,DRIP (EMIT LIQUID)
sprinkle,sprinkle,,,-,-
smear (tr),smear (tr),,,364,SMEAR
dip,dip,,,3697,DIP
soak,soak,,,-,-
wring out,wring out,,,3224,WRING
shine,shine,,,708,SHINE
fade,fade,,,-,-
light (fire) (v),light (fire) (v),,,737,LIGHT (IGNITE)
"burn (intr), blaze","burn (intr), blaze",,,2102,BURN
melt (intr),melt (intr),,,2334,MELT
singe,singe,,,3698,SINGE
begin,begin,,,1806,BEGIN
beginning,beginning,,,247,BEGINNING
"continue, resume","continue, resume",,,3699,CONTINUE
end (n),end (n),,,1928,CEASE
"cease, stop","cease, stop",,,1928,CEASE
"finish, complete (v)","finish, complete (v)",,,1766,FINISH
(be) high,(be) high,,,1265,HIGH
(be) low,(be) low,,,721,LOW
lengthen,lengthen,,,3700,LENGTHEN
shorten,shorten,,,-,-
widen,widen,,,-,-
deepen,deepen,,,-,-
(be) flat,(be) flat,,,1633,FLAT
flatten,flatten,,,-,-
(be) hollow,(be) hollow,,,3701,HOLLOW
swell (intr),swell (intr),,,1573,SWELL
straighten,straighten,,,-,-
(be) crooked,(be) crooked,,,297,CROOKED
weight,weight,,,898,EIGHT
sharpen (knife),sharpen (knife),,,251,SHARPEN (SOMETHING)
"sharpen, bring to point (arrow)","sharpen, bring to point (arrow)",,,251,SHARPEN (SOMETHING)
make smooth,make smooth,,,-,-
harden,harden,,,-,-
soften,soften,,,2044,OFTEN
(be) slippery,(be) slippery,,,3702,SLIPPERY
(be) sticky,(be) sticky,,,3703,STICKY
colour,colour,,,428,COLOUR
(be) blue,(be) blue,,,paint,BLUE
(be) brown,(be) brown,,,2409,BROWN
(be) dark (colour),(be) dark (colour),,,706,DARK
(be) light (colour),(be) light (colour),,,250,LIGHT (COLOR)
taste (n),taste (n),,,2970,TASTE (N.)
(be) salty,(be) salty,,,1091,SALTY
"odour, smell (n)","odour, smell (n)",,,3704,ODOR (SMELL)
"stink, smell (bad)","stink, smell (bad)",,,1587,SMELL (STINK)
(be) able (to),(be) able (to),,,972,BE ABLE
strength,strength,,,2866,STRENGTH
"(be) great, (be) powerful","(be) great, (be) powerful",,,3188,MIGHTY OR POWERFUL OR STRONG
"splendour, glory","splendour, glory",,,3964,SPLENDOR
truth,truth,,,4292,TRUTH
(be) beautiful,(be) beautiful,,,1427,BEAUTIFUL
handsome,handsome,,,3814,HANDSOME
(be) ugly,(be) ugly,,,1548,UGLY
(be) clean,(be) clean,,,704,CLEAN
(be) important,(be) important,,,1285,IMPORTANT
"(be) amusing, funny","(be) amusing, funny",,,-,-
eleven (11),eleven (11),,,1706,ELEVEN
twelve (12),twelve (12),,,1707,TWELVE
thirteen (13),thirteen (13),,,1708,THIRTEEN
fourteen (14),fourteen (14),,,2451,FOURTEEN
fifteen (15),fifteen (15),,,1709,FIFTEEN
sixteen (16),sixteen (16),,,2454,SIXTEEN
seventeen (17),seventeen (17),,,2453,SEVENTEEN
eighteen (18),eighteen (18),,,1713,EIGHTEEN
nineteen (19),nineteen (19),,,1714,NINETEEN
twenty-one (21),twenty-one (21),,,1734,TWENTY ONE
twenty-two (22),twenty-two (22),,,3166,TWENTY TWO
twenty-three (23),twenty-three (23),,,3165,TWENTY THREE
twenty-four (24),twenty-four (24),,,1736,TWENTY FOUR
twenty-five (25),twenty-five (25),,,1738,TWENTY FIVE
twenty-six (26),twenty-six (26),,,3476,TWENTY SIX
twenty-seven (27),twenty-seven (27),,,3477,TWENTY SEVEN
twenty-eight (28),twenty-eight (28),,,3478,TWENTY EIGHT
twenty-nine (29),twenty-nine (29),,,3479,TWENTY NINE
thirty (30),thirty (30),,,1715,THIRTY
forty (40),forty (40),,,1716,FORTY
fifty (50),fifty (50),,,1717,FIFTY
sixty (60),sixty (60),,,1718,SIXTY
seventy (70),seventy (70),,,1721,SEVENTY
eighty (80),eighty (80),,,1722,EIGHTY
ninety (90),ninety (90),,,1724,NINETY
two hundred (200),two hundred (200),,,2676,TWO HUNDRED
five hundred (500),five hundred (500),,,3516,FIVE HUNDRED
two thousand (2000),two thousand (2000),,,3524,TWO THOUSAND
(be) first,(be) first,,,728,FIRST
(be) second,(be) second,,,1384,SECOND
(be) third,(be) third,,,1859,THIRD
(be) last,(be) last,,,1529,LAST (FINAL)
add,add,,,2882,ADD
"subtract, take away","subtract, take away",,,-,-
increase (intr),increase (intr),,,1041,INCREASE
decrease (intr),decrease (intr),,,2864,DECREASE
arrange,arrange,,,1568,ARRANGE
(be) equal,(be) equal,,,1570,EQUAL
(be) abundant,(be) abundant,,,-,-
enough,enough,,,925,ENOUGH
lack (v),lack (v),,,2329,LACK (NOT HAVE)
(be) used up,(be) used up,,,-,-
everybody,everybody,,,-,-
everything,everything,,,98,ALL
somebody,somebody,,,-,-
something,something,,,-,-
everywhere,everywhere,,,2999,EVERYWHERE
nobody,nobody,,,3887,NOBODY
nothing,nothing,,,687,NOTHING
here,here,,,1369,HERE
there,there,,,3004,THERE
up,up,,,1591,UP
down,down,,,1326,DOWN
forward (direction),forward (direction),,,2912,FORWARD
backward (direction),backward (direction),,,2911,BACKWARD
"over, above","over, above",,,1741,ABOVE
"under, below","under, below",,,4325,"UNDER, BELOW"
"in front of, before","in front of, before",,,1883,IN FRONT OF
behind,behind,,,249,BEHIND
beside,beside,,,1816,BESIDE
inside,inside,,,1518,INSIDE
outside,outside,,,762,OUTSIDE
between,between,,,689,BETWEEN
towards,towards,,,2754,TOWARDS
away from,away from,,,-,-
with,with,,,1340,WITH
other (men),other (men),,,197,OTHER
which (one)?,which (one)?,,,727,WHICH
why?,why?,,,1270,WHY
how?,how?,,,1239,HOW
and,and,,,1577,AND
if,if,,,1468,IF
but,but,,,1869,BUY
so,so,,,2336,OF THIS KIND (SUCH)
because,because,,,1157,BECAUSE
perhaps,perhaps,,,2278,PERHAPS
"really, truly","really, truly",,,-,-
well (adv),well (adv),,,954,WELL
poorly,poorly,,,-,-
only,only,,,1580,ONLY
yes,yes,,,4547,YES
no,no,,,1994,NO
nature,nature,,,1956,NATURE
volcano,volcano,,,2291,VOLCANO
donate,donate,,,196,DONATE
greedy,greedy,,,1270,GREEDY
humble,humble,,,-,-
concentrate,concentrate,,,-,-
villager,villager,,,4389,VILLAGE
head-villager,head-villager,,,-,-
"clear, pure (water)","clear, pure (water)",,,1147,PURE
car,car,,,1111,CAR
motor bike,motor bike,,,638,MOTORCYCLE
bike,bike,,,747,BICYCLE
air plane,air plane,,,49,AIRPLANE
ship,ship,,,740,SHIP
valuable,valuable,,,-,-
cheap,cheap,,,509,CHEAP
sympathy,sympathy,,,-,-
empathy,empathy,,,-,-
vertical,vertical,,,2375,VERTICAL
horizontal,horizontal,,,2376,HORIZONTAL
sugar,sugar,,,2892,SUGAR
holiday,holiday,,,1391,HOLIDAY
to fart,to fart,,,1159,FART
crash,crash,,,-,-
accident,accident,,,16,ACCIDENT
pillar,pillar,,,2197,PILLAR
