ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,SLNO,Borrowed,Tones,Page,Speaker,Notes
4930,Khalai,mudfish (lives in the mud during dry season),tʃim³³ pʰə²¹ laiŋ⁴⁴ kʰə²¹ ŋaʔ⁵²,tʃ i m ³³ + pʰ ə ²¹ + l ai ŋ ⁴⁴ + kʰ ə ²¹ + ŋ a ʔ ⁵²,,nawsawu2016makyam,1233,false,33 21 44 21 52,236,kl2,
4931,Santong,mudfish (lives in the mud during dry season),ʔaʔ³¹ pʰak³¹,ʔ a ʔ ³¹ + pʰ a k ³¹,,nawsawu2016makyam,1233,false,31 31,236,st1,
4932,Santong,mudfish (lives in the mud during dry season),ʔaʔ²¹ pʰak²¹,ʔ a ʔ ²¹ + pʰ a k ²¹,,nawsawu2016makyam,1233,false,21 21,236,st2,
4933,Khalai,eel,ŋuʔ³¹ piɔ⁴⁴,ŋ u ʔ ³¹ + p iɔ ⁴⁴,,nawsawu2016makyam,1234,false,31 44,237,kl1,
4934,Khalai,eel,ŋuʔ²¹ pə²¹ jɔ⁴⁴,ŋ u ʔ ²¹ + p ə ²¹ + j ɔ ⁴⁴,,nawsawu2016makyam,1234,false,21 21 44,237,kl2,
4935,Santong,eel,ry²⁴ kʰə³¹ ŋaʔ³¹,r y ²⁴ + kʰ ə ³¹ + ŋ a ʔ ³¹,,nawsawu2016makyam,1234,false,24 31 31,237,st1,
4936,Santong,eel,ry³⁵ kʰə²¹ ŋaʔ²¹,r y ³⁵ + kʰ ə ²¹ + ŋ a ʔ ²¹,,nawsawu2016makyam,1234,false,35 21 21,237,st2,
4937,Khalai,fish bone,kʰə³¹ ŋaʔ³¹ kɔk⁵²,kʰ ə ³¹ + ŋ a ʔ ³¹ + k ɔ k ⁵²,,nawsawu2016makyam,1235,false,31 31 52,237,kl1,
4938,Khalai,fish bone,kʰə²¹ ŋaʔ²¹ kɔk⁵²,kʰ ə ²¹ + ŋ a ʔ ²¹ + k ɔ k ⁵²,,nawsawu2016makyam,1235,false,21 21 52,237,kl2,
4939,Santong,fish bone,kʰə³¹ ŋaʔ³¹ kɔʔ⁵²,kʰ ə ³¹ + ŋ a ʔ ³¹ + k ɔ ʔ ⁵²,,nawsawu2016makyam,1235,false,31 31 52,237,st1,
4940,Santong,fish bone,kʰə²¹ ŋaʔ²¹ kɔʔ²¹,kʰ ə ²¹ + ŋ a ʔ ²¹ + k ɔ ʔ ²¹,,nawsawu2016makyam,1235,false,21 21 21,237,st2,
4941,Khalai,fish-scale,kə³¹ hyʔ³¹,k ə ³¹ + h y ʔ ³¹,,nawsawu2016makyam,1236,false,31 31,237,kl1,
4942,Khalai,fish-scale,kə²¹ hyʔ⁴⁴,k ə ²¹ + h y ʔ ⁴⁴,,nawsawu2016makyam,1236,false,21 44,237,kl2,
4943,Santong,fish-scale,kʰə³¹ ŋaʔ³¹ lap⁵²,kʰ ə ³¹ + ŋ a ʔ ³¹ + l a p ⁵²,,nawsawu2016makyam,1236,false,31 31 52,237,st1,
4944,Santong,fish-scale,kʰə²¹ ŋaʔ²¹ lap⁴²,kʰ ə ²¹ + ŋ a ʔ ²¹ + l a p ⁴²,,nawsawu2016makyam,1236,false,21 21 42,237,st2,
4945,Khalai,gill,kʰə³¹ ŋaʔ³¹ na³³ lap³¹,kʰ ə ³¹ + ŋ a ʔ ³¹ + n a ³³ + l a p ³¹,,nawsawu2016makyam,1237,false,31 31 33 31,237,kl1,
4946,Khalai,gill,kʰə²¹ ŋaʔ²¹ na³³ lap²¹,kʰ ə ²¹ + ŋ a ʔ ²¹ + n a ³³ + l a p ²¹,,nawsawu2016makyam,1237,false,21 21 33 21,237,kl2,
4947,Santong,gill,kə⁴⁴ na³³ lap³¹,k ə ⁴⁴ + n a ³³ + l a p ³¹,,nawsawu2016makyam,1237,false,44 33 31,237,st1,
4948,Santong,gill,kə⁴⁴ na³³ lap²¹,k ə ⁴⁴ + n a ³³ + l a p ²¹,,nawsawu2016makyam,1237,false,44 33 21,237,st2,
4949,Khalai,fin,kʰə⁴⁴ sa³³ kɔk⁴⁴,kʰ ə ⁴⁴ + s a ³³ + k ɔ k ⁴⁴,,nawsawu2016makyam,1238,false,44 33 44,237,kl1,
4950,Khalai,fin,kʰə⁴⁴ sa³³ kɔk⁴⁴,kʰ ə ⁴⁴ + s a ³³ + k ɔ k ⁴⁴,,nawsawu2016makyam,1238,false,44 33 44,237,kl2,
4951,Santong,fin,kʰə³¹ ŋaʔ³¹ θɔŋ⁴⁴,kʰ ə ³¹ + ŋ a ʔ ³¹ + θ ɔ ŋ ⁴⁴,,nawsawu2016makyam,1238,false,31 31 44,237,st1,
4952,Santong,fin,kʰə²¹ ŋaʔ²¹ θɔŋ⁴⁴,kʰ ə ²¹ + ŋ a ʔ ²¹ + θ ɔ ŋ ⁴⁴,,nawsawu2016makyam,1238,false,21 21 44,237,st2,
4953,Khalai,crab,hu⁴⁴,h u ⁴⁴,,nawsawu2016makyam,1239,false,44,237,kl1,
4954,Khalai,crab,hu⁴⁴,h u ⁴⁴,,nawsawu2016makyam,1239,false,44,237,kl2,
4955,Santong,crab,hu³³ kʰɔ³¹,h u ³³ + kʰ ɔ ³¹,,nawsawu2016makyam,1239,false,33 31,237,st1,
4956,Santong,crab,hu³⁵ kʰɔ²¹,h u ³⁵ + kʰ ɔ ²¹,,nawsawu2016makyam,1239,false,35 21,237,st2,
4957,Khalai,shrimp,ku³³,k u ³³,,nawsawu2016makyam,1240,false,33,237,kl1,
4958,Khalai,shrimp,ku⁴⁴,k u ⁴⁴,,nawsawu2016makyam,1240,false,44,237,kl2,
4959,Santong,shrimp,ku³³,k u ³³,,nawsawu2016makyam,1240,false,33,237,st1,
4960,Santong,shrimp,ku⁴⁴,k u ⁴⁴,,nawsawu2016makyam,1240,false,44,237,st2,
4961,Khalai,clam,θam³³ piʔ⁵² hu³³ kap³¹,θ a m ³³ + p i ʔ ⁵² + h u ³³ + k a p ³¹,,nawsawu2016makyam,1241,false,33 52 33 31,237,kl1,
4962,Khalai,clam,θam³³ piʔ⁵² hu³³ kap²¹,θ a m ³³ + p i ʔ ⁵² + h u ³³ + k a p ²¹,,nawsawu2016makyam,1241,false,33 52 33 21,237,kl2,
4963,Santong,clam,muan²⁴ tʰɔk³¹,m ua n ²⁴ + tʰ ɔ k ³¹,,nawsawu2016makyam,1241,false,24 31,237,st1,
4964,Santong,clam,muan⁴⁴ tʰɔk²¹,m ua n ⁴⁴ + tʰ ɔ k ²¹,,nawsawu2016makyam,1241,false,44 21,237,st2,
4965,Khalai,cobra,ʒy⁴⁴ hɔk³¹,ʒ y ⁴⁴ + h ɔ k ³¹,,nawsawu2016makyam,1242,false,44 31,237,kl1,
4966,Khalai,cobra,ʒy⁴⁴ hɔk²¹,ʒ y ⁴⁴ + h ɔ k ²¹,,nawsawu2016makyam,1242,false,44 21,237,kl2,
4967,Santong,cobra,ɲiak⁵²,ɲ ia k ⁵²,,nawsawu2016makyam,1242,false,52,237,st1,
4968,Santong,cobra,ɲiak³⁵,ɲ ia k ³⁵,,nawsawu2016makyam,1242,false,35,237,st2,
4969,Khalai,puff adder,ʒy³³ tʰam⁴⁴,ʒ y ³³ + tʰ a m ⁴⁴,,nawsawu2016makyam,1243,false,33 44,237,kl1,
4970,Khalai,puff adder,ʒy³³ tʰam⁴⁴,ʒ y ³³ + tʰ a m ⁴⁴,,nawsawu2016makyam,1243,false,33 44,237,kl2,
4971,Santong,puff adder,ry³³ tyʔ⁵²,r y ³³ + t y ʔ ⁵²,,nawsawu2016makyam,1243,false,33 52,237,st1,
4972,Santong,puff adder,ry⁴⁴ tyʔ⁴²,r y ⁴⁴ + t y ʔ ⁴²,,nawsawu2016makyam,1243,false,44 42,237,st2,
4973,Khalai,python,ʒy³³ pi³³,ʒ y ³³ + p i ³³,,nawsawu2016makyam,1244,false,33 33,237,kl1,
4974,Khalai,python,ʒy³³ pi⁴⁴,ʒ y ³³ + p i ⁴⁴,,nawsawu2016makyam,1244,false,33 44,237,kl2,
4975,Santong,python,ry⁴⁴ ram³³ pi³¹,r y ⁴⁴ + r a m ³³ + p i ³¹,,nawsawu2016makyam,1244,false,44 33 31,237,st1,
4976,Santong,python,ry⁴⁴ ram³³ pi²¹,r y ⁴⁴ + r a m ³³ + p i ²¹,,nawsawu2016makyam,1244,false,44 33 21,237,st2,
4977,Khalai,viper,ʒy⁴⁴ pʰə³¹ leik³¹,ʒ y ⁴⁴ + pʰ ə ³¹ + l ei k ³¹,,nawsawu2016makyam,1245,false,44 31 31,237,kl1,
4978,Khalai,viper,ʒy⁴⁴ pʰə²¹ leik²¹,ʒ y ⁴⁴ + pʰ ə ²¹ + l ei k ²¹,,nawsawu2016makyam,1245,false,44 21 21,237,kl2,
4979,Santong,viper,tʰi⁵² ʃy²⁴,tʰ i ⁵² + ʃ y ²⁴,,nawsawu2016makyam,1245,false,52 24,237,st1,
4980,Santong,viper,tʰi⁴² ʃy⁴⁴,tʰ i ⁴² + ʃ y ⁴⁴,,nawsawu2016makyam,1245,false,42 44,237,st2,
4981,Khalai,chameleon,kiaŋ⁴⁴ kʰə³¹ ly⁴⁴,k ia ŋ ⁴⁴ + kʰ ə ³¹ + l y ⁴⁴,,nawsawu2016makyam,1246,false,44 31 44,237,kl1,
4982,Khalai,chameleon,kiaŋ⁴⁴ kʰə²¹ ly⁴⁴,k ia ŋ ⁴⁴ + kʰ ə ²¹ + l y ⁴⁴,,nawsawu2016makyam,1246,false,44 21 44,237,kl2,
4983,Santong,chameleon,kiaŋ⁵² kə³¹ ly⁴⁴,k ia ŋ ⁵² + k ə ³¹ + l y ⁴⁴,,nawsawu2016makyam,1246,false,52 31 44,237,st1,
4984,Santong,chameleon,kiaŋ⁴⁴ kə²¹ ly⁴⁴,k ia ŋ ⁴⁴ + k ə ²¹ + l y ⁴⁴,,nawsawu2016makyam,1246,false,44 21 44,237,st2,
4985,Khalai,gecko,tak⁵² tak⁵² kiaŋ⁴⁴,t a k ⁵² + t a k ⁵² + k ia ŋ ⁴⁴,,nawsawu2016makyam,1247,false,52 52 44,237,kl1,
4986,Khalai,gecko,tak⁵² tak⁵² kiaŋ⁴⁴,t a k ⁵² + t a k ⁵² + k ia ŋ ⁴⁴,,nawsawu2016makyam,1247,false,52 52 44,237,kl2,
4987,Santong,gecko,tauk⁵² teʔ⁴⁴**,t au k ⁵² + t e ʔ ⁴⁴ * *,,nawsawu2016makyam,1247,true,52 44,237,st1,
4988,Santong,gecko,tauk⁴⁴ teʔ⁴⁴**,t au k ⁴⁴ + t e ʔ ⁴⁴ * *,,nawsawu2016makyam,1247,true,44 44,237,st2,
4989,Khalai,monitor lizard,ʃaʔ⁵² ŋø³¹,ʃ a ʔ ⁵² + ŋ ø ³¹,,nawsawu2016makyam,1248,false,52 ø31,237,kl1,
4990,Khalai,monitor lizard,ʃaʔ⁵² ŋø²¹,ʃ a ʔ ⁵² + ŋ ø ²¹,,nawsawu2016makyam,1248,false,52 ø21,237,kl2,
4991,Santong,monitor lizard,saʔ⁵² ɲø³¹,s a ʔ ⁵² + ɲ ø ³¹,,nawsawu2016makyam,1248,false,52 ø31,237,st1,
4992,Santong,monitor lizard,saʔ⁴² ɲø²¹,s a ʔ ⁴² + ɲ ø ²¹,,nawsawu2016makyam,1248,false,42 ø21,237,st2,
4993,Khalai,toad,kiaŋ⁴⁴ pʰun³³,k ia ŋ ⁴⁴ + pʰ u n ³³,,nawsawu2016makyam,1249,false,44 33,237,kl1,
4994,Khalai,toad,kiaŋ⁴⁴ pʰun³³,k ia ŋ ⁴⁴ + pʰ u n ³³,,nawsawu2016makyam,1249,false,44 33,237,kl2,
4995,Santong,toad,kiaŋ³³ pʰim³¹,k ia ŋ ³³ + pʰ i m ³¹,,nawsawu2016makyam,1249,false,33 31,237,st1,
4996,Santong,toad,kiaŋ⁴⁴ pʰim³³,k ia ŋ ⁴⁴ + pʰ i m ³³,,nawsawu2016makyam,1249,false,44 33,237,st2,
4997,Khalai,shell (of turtle),kə³¹ hy³¹,k ə ³¹ + h y ³¹,,nawsawu2016makyam,1250,false,31 31,238,kl1,
4998,Khalai,shell (of turtle),kə²¹ hy²¹,k ə ²¹ + h y ²¹,,nawsawu2016makyam,1250,false,21 21,238,kl2,
4999,Santong,shell (of turtle),lip³³ tʰɔ³¹ kap⁵²,l i p ³³ + tʰ ɔ ³¹ + k a p ⁵²,,nawsawu2016makyam,1250,false,33 31 52,238,st1,
5000,Santong,shell (of turtle),lip³³ tʰɔ²¹ kap⁴⁴,l i p ³³ + tʰ ɔ ²¹ + k a p ⁴⁴,,nawsawu2016makyam,1250,false,33 21 44,238,st2,
5001,Khalai,slither (snake),ʒi³³ huan⁴⁴,ʒ i ³³ + h ua n ⁴⁴,,nawsawu2016makyam,1251,false,33 44,238,kl1,
5002,Khalai,slither (snake),ʒi³³ huan⁴⁴,ʒ i ³³ + h ua n ⁴⁴,,nawsawu2016makyam,1251,false,33 44,238,kl2,
5003,Santong,slither (snake),reiŋ²⁴ kɔ³¹,r ei ŋ ²⁴ + k ɔ ³¹,,nawsawu2016makyam,1251,false,24 31,238,st1,
5004,Santong,slither (snake),reiŋ⁴⁴ kɔ²¹,r ei ŋ ⁴⁴ + k ɔ ²¹,,nawsawu2016makyam,1251,false,44 21,238,st2,
5005,Khalai,hiss,ʒy²⁴ hɔk³¹,ʒ y ²⁴ + h ɔ k ³¹,,nawsawu2016makyam,1252,false,24 31,238,kl1,
5006,Khalai,hiss,ʒy³⁵ hɔk²¹,ʒ y ³⁵ + h ɔ k ²¹,,nawsawu2016makyam,1252,false,35 21,238,kl2,
5007,Santong,hiss,ry³³ tʃit⁵²,r y ³³ + tʃ i t ⁵²,,nawsawu2016makyam,1252,false,33 52,238,st1,
5008,Santong,hiss,ry³³ tʃit²¹,r y ³³ + tʃ i t ²¹,,nawsawu2016makyam,1252,false,33 21,238,st2,
5009,Khalai,flea,kʰə³¹ li³³,kʰ ə ³¹ + l i ³³,,nawsawu2016makyam,1253,false,31 33,238,kl1,
5010,Khalai,flea,kʰə²¹ li³³,kʰ ə ²¹ + l i ³³,,nawsawu2016makyam,1253,false,21 33,238,kl2,
5011,Santong,flea,kʰə³³ li³³,kʰ ə ³³ + l i ³³,,nawsawu2016makyam,1253,false,33 33,238,st1,
5012,Santong,flea,kʰə²¹ li⁴⁴,kʰ ə ²¹ + l i ⁴⁴,,nawsawu2016makyam,1253,false,21 44,238,st2,
5013,Khalai,bedbug,θiaŋ³³,θ ia ŋ ³³,,nawsawu2016makyam,1254,false,33,238,kl1,
5014,Khalai,bedbug,θiaŋ⁴⁴,θ ia ŋ ⁴⁴,,nawsawu2016makyam,1254,false,44,238,kl2,
5015,Santong,bedbug,θiaŋ³³,θ ia ŋ ³³,,nawsawu2016makyam,1254,false,33,238,st1,
5016,Santong,bedbug,θiaŋ⁴⁴,θ ia ŋ ⁴⁴,,nawsawu2016makyam,1254,false,44,238,st2,
5017,Khalai,maggot (in rotten meat),θuan⁴⁴,θ ua n ⁴⁴,,nawsawu2016makyam,1255,false,44,238,kl1,
5018,Khalai,maggot (in rotten meat),θuan⁴⁴,θ ua n ⁴⁴,,nawsawu2016makyam,1255,false,44,238,kl2,
5019,Santong,maggot (in rotten meat),θuan⁴⁴,θ ua n ⁴⁴,,nawsawu2016makyam,1255,false,44,238,st1,
5020,Santong,maggot (in rotten meat),θuan⁴²,θ ua n ⁴²,,nawsawu2016makyam,1255,false,42,238,st2,
5021,Khalai,ant,tʃə⁴⁴ ŋaʔ³¹,tʃ ə ⁴⁴ + ŋ a ʔ ³¹,,nawsawu2016makyam,1256,false,44 31,238,kl1,
5022,Khalai,ant,tʃə⁴⁴ ŋaʔ²¹,tʃ ə ⁴⁴ + ŋ a ʔ ²¹,,nawsawu2016makyam,1256,false,44 21,238,kl2,
5023,Santong,ant,tʃin³³ ŋaʔ⁵²,tʃ i n ³³ + ŋ a ʔ ⁵²,,nawsawu2016makyam,1256,false,33 52,238,st1,
5024,Santong,ant,tʃin³⁵ ŋaʔ²¹,tʃ i n ³⁵ + ŋ a ʔ ²¹,,nawsawu2016makyam,1256,false,35 21,238,st2,
5025,Khalai,"army ant, soldier ant",tʃin⁴⁴ ŋaʔ³¹ miʔ⁵² tʃa⁴⁴,tʃ i n ⁴⁴ + ŋ a ʔ ³¹ + m i ʔ ⁵² + tʃ a ⁴⁴,,nawsawu2016makyam,1257,false,44 31 52 44,238,kl1,
5026,Khalai,"army ant, soldier ant",tʃin⁴⁴ ŋaʔ²¹ miʔ⁵² tʃa⁴⁴,tʃ i n ⁴⁴ + ŋ a ʔ ²¹ + m i ʔ ⁵² + tʃ a ⁴⁴,,nawsawu2016makyam,1257,false,44 21 52 44,238,kl2,
5027,Santong,"army ant, soldier ant",tʃin³³ ŋaʔ²⁴ pʰɔʔ³¹,tʃ i n ³³ + ŋ a ʔ ²⁴ + pʰ ɔ ʔ ³¹,,nawsawu2016makyam,1257,false,33 24 31,238,st1,
5028,Santong,"army ant, soldier ant",tʃin³⁵ ŋaʔ²¹ pʰɔʔ²¹,tʃ i n ³⁵ + ŋ a ʔ ²¹ + pʰ ɔ ʔ ²¹,,nawsawu2016makyam,1257,false,35 21 21,238,st2,
5029,Khalai,flying ant,tʃap³¹ lam⁴⁴,tʃ a p ³¹ + l a m ⁴⁴,,nawsawu2016makyam,1258,false,31 44,238,kl1,
5030,Khalai,flying ant,tʃap⁵² lam⁴⁴,tʃ a p ⁵² + l a m ⁴⁴,,nawsawu2016makyam,1258,false,52 44,238,kl2,
5031,Santong,flying ant,tʃiak⁵² ram⁴⁴,tʃ ia k ⁵² + r a m ⁴⁴,,nawsawu2016makyam,1258,false,52 44,238,st1,
5032,Santong,flying ant,tʃiak⁴⁴ ram⁴⁴,tʃ ia k ⁴⁴ + r a m ⁴⁴,,nawsawu2016makyam,1258,false,44 44,238,st2,
5033,Khalai,dung beetle,zi³³ tiʔ⁴⁴ kʰə³¹ wan³³,z i ³³ + t i ʔ ⁴⁴ + kʰ ə ³¹ + w a n ³³,,nawsawu2016makyam,1259,false,33 44 31 33,238,kl1,
5034,Khalai,dung beetle,zi³³ tiʔ⁴⁴ kʰə²¹ wan³³,z i ³³ + t i ʔ ⁴⁴ + kʰ ə ²¹ + w a n ³³,,nawsawu2016makyam,1259,false,33 44 21 33,238,kl2,
5035,Santong,dung beetle,kaʔ³³ paŋ³¹,k a ʔ ³³ + p a ŋ ³¹,,nawsawu2016makyam,1259,false,33 31,238,st1,
5036,Santong,dung beetle,kaʔ²¹ paŋ²¹,k a ʔ ²¹ + p a ŋ ²¹,,nawsawu2016makyam,1259,false,21 21,238,st2,
5037,Khalai,grasshopper,kɔk³¹,k ɔ k ³¹,,nawsawu2016makyam,1260,false,31,238,kl1,
5038,Khalai,grasshopper,kɔk⁵²,k ɔ k ⁵²,,nawsawu2016makyam,1260,false,52,238,kl2,
5039,Santong,grasshopper,kɔk³¹,k ɔ k ³¹,,nawsawu2016makyam,1260,false,31,238,st1,
5040,Santong,grasshopper,kɔk²¹,k ɔ k ²¹,,nawsawu2016makyam,1260,false,21,238,st2,
5041,Khalai,cricket,tʃə³¹ ʒi⁴⁴ pi³¹,tʃ ə ³¹ + ʒ i ⁴⁴ + p i ³¹,,nawsawu2016makyam,1261,false,31 44 31,238,kl1,
5042,Khalai,cricket,tʃə²¹ ʒi⁴⁴ pi²¹,tʃ ə ²¹ + ʒ i ⁴⁴ + p i ²¹,,nawsawu2016makyam,1261,false,21 44 21,238,kl2,
5043,Santong,cricket,tʃə³¹ ri⁴⁴,tʃ ə ³¹ + r i ⁴⁴,,nawsawu2016makyam,1261,false,31 44,238,st1,
5044,Santong,cricket,tʃə²¹ ri⁴⁴,tʃ ə ²¹ + r i ⁴⁴,,nawsawu2016makyam,1261,false,21 44,238,st2,
5047,Santong,locust,kɔk³¹ muan³³ pi³³,k ɔ k ³¹ + m ua n ³³ + p i ³³,,nawsawu2016makyam,1262,false,31 33 33,238,st1,
5048,Santong,locust,kɔk²¹ muan³³ pi³³,k ɔ k ²¹ + m ua n ³³ + p i ³³,,nawsawu2016makyam,1262,false,21 33 33,238,st2,
5049,Khalai,praying mantis,ke²⁴ kʰə³¹ ʒun³³ piʔ³¹,k e ²⁴ + kʰ ə ³¹ + ʒ u n ³³ + p i ʔ ³¹,,nawsawu2016makyam,1263,false,24 31 33 31,238,kl1,
5050,Khalai,praying mantis,ke³⁵ kʰə²¹ ʒun³³ piʔ²¹,k e ³⁵ + kʰ ə ²¹ + ʒ u n ³³ + p i ʔ ²¹,,nawsawu2016makyam,1263,false,35 21 33 21,238,kl2,
5053,Khalai,caterpillar,θin³³ va³³ loŋ²⁴,θ i n ³³ + v a ³³ + l o ŋ ²⁴,,nawsawu2016makyam,1264,false,33 33 24,238,kl1,
5054,Khalai,caterpillar,θin³³ va³³ loŋ³⁵,θ i n ³³ + v a ³³ + l o ŋ ³⁵,,nawsawu2016makyam,1264,false,33 33 35,238,kl2,
5055,Santong,caterpillar,ly⁴⁴ py⁴⁴,l y ⁴⁴ + p y ⁴⁴,,nawsawu2016makyam,1264,false,44 44,238,st1,
5056,Santong,caterpillar,ly⁴⁴ py⁴⁴,l y ⁴⁴ + p y ⁴⁴,,nawsawu2016makyam,1264,false,44 44,238,st2,
5059,Santong,centipede,ry³³ hak⁵²,r y ³³ + h a k ⁵²,,nawsawu2016makyam,1265,false,33 52,239,st1,
5060,Santong,centipede,ry³⁵ hak⁴²,r y ³⁵ + h a k ⁴²,,nawsawu2016makyam,1265,false,35 42,239,st2,
5061,Khalai,millipede,ʒy³³ hak⁵²,ʒ y ³³ + h a k ⁵²,,nawsawu2016makyam,1266,false,33 52,239,kl1,
5062,Khalai,millipede,ʒy³³ hak⁵²,ʒ y ³³ + h a k ⁵²,,nawsawu2016makyam,1266,false,33 52,239,kl2,
5063,Santong,millipede,ɲak⁵² ɲi³³ py³¹,ɲ a k ⁵² + ɲ i ³³ + p y ³¹,,nawsawu2016makyam,1266,false,52 33 31,239,st1,
5064,Santong,millipede,ɲak⁴² ɲi³³ py²¹,ɲ a k ⁴² + ɲ i ³³ + p y ²¹,,nawsawu2016makyam,1266,false,42 33 21,239,st2,
5065,Khalai,dragonfly,ʒa³³ ʒa³³,ʒ a ³³ + ʒ a ³³,,nawsawu2016makyam,1267,false,33 33,239,kl1,
5066,Khalai,dragonfly,ʒa³³ ʒa³³,ʒ a ³³ + ʒ a ³³,,nawsawu2016makyam,1267,false,33 33,239,kl2,
5067,Santong,dragonfly,ɣɔ²⁴ piak³³ py³¹,ɣ ɔ ²⁴ + p ia k ³³ + p y ³¹,,nawsawu2016makyam,1267,false,24 33 31,239,st1,
5068,Santong,dragonfly,ɣɔ³⁵ piak³³ py²¹,ɣ ɔ ³⁵ + p ia k ³³ + p y ²¹,,nawsawu2016makyam,1267,false,35 33 21,239,st2,
5069,Khalai,moth,lu⁴⁴ pi³¹,l u ⁴⁴ + p i ³¹,,nawsawu2016makyam,1268,false,44 31,239,kl1,
5070,Khalai,moth,lu⁴⁴ pi²¹,l u ⁴⁴ + p i ²¹,,nawsawu2016makyam,1268,false,44 21,239,kl2,
5071,Santong,moth,ly⁴⁴ py⁵²,l y ⁴⁴ + p y ⁵²,,nawsawu2016makyam,1268,false,44 52,239,st1,
5072,Santong,moth,ly⁴⁴ py⁴⁴,l y ⁴⁴ + p y ⁴⁴,,nawsawu2016makyam,1268,false,44 44,239,st2,
5073,Khalai,antenna,kə⁴⁴ my⁴⁴,k ə ⁴⁴ + m y ⁴⁴,,nawsawu2016makyam,1269,false,44 44,239,kl1,
5074,Khalai,antenna,kə⁴⁴ my⁴⁴,k ə ⁴⁴ + m y ⁴⁴,,nawsawu2016makyam,1269,false,44 44,239,kl2,
5075,Santong,antenna,kə⁴⁴ my⁵²,k ə ⁴⁴ + m y ⁵²,,nawsawu2016makyam,1269,false,44 52,239,st1,
5076,Santong,antenna,kə⁴⁴ my⁴⁴,k ə ⁴⁴ + m y ⁴⁴,,nawsawu2016makyam,1269,false,44 44,239,st2,
5077,Khalai,sting (v),ɲa⁴⁴ ŋeʔ⁵² kɔ⁴⁴,ɲ a ⁴⁴ + ŋ e ʔ ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,1270,false,44 52 44,239,kl1,
5078,Khalai,sting (v),ɲa⁵² ŋeʔ⁵² kɔ⁴⁴,ɲ a ⁵² + ŋ e ʔ ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,1270,false,52 52 44,239,kl2,
5079,Santong,sting (v),ɲaʔ⁵² nɔ⁴⁴,ɲ a ʔ ⁵² + n ɔ ⁴⁴,,nawsawu2016makyam,1270,false,52 44,239,st1,
5080,Santong,sting (v),ɲaʔ²¹ nɔ⁴⁴,ɲ a ʔ ²¹ + n ɔ ⁴⁴,,nawsawu2016makyam,1270,false,21 44,239,st2,
5081,Khalai,stinger dard,kə⁴⁴ ʃuat³¹,k ə ⁴⁴ + ʃ ua t ³¹,,nawsawu2016makyam,1271,false,44 31,239,kl1,
5082,Khalai,stinger dard,kə⁴⁴ ʃuat²¹,k ə ⁴⁴ + ʃ ua t ²¹,,nawsawu2016makyam,1271,false,44 21,239,kl2,
5083,Santong,stinger dard,ɲa⁵² suat⁵²,ɲ a ⁵² + s ua t ⁵²,,nawsawu2016makyam,1271,false,52 52,239,st1,
5084,Santong,stinger dard,ɲa³⁵ suat²¹,ɲ a ³⁵ + s ua t ²¹,,nawsawu2016makyam,1271,false,35 21,239,st2,
5085,Khalai,cocoon,kʰə³¹ muat³¹ nok⁵²,kʰ ə ³¹ + m ua t ³¹ + n o k ⁵²,,nawsawu2016makyam,1272,false,31 31 52,239,kl1,
5086,Khalai,cocoon,kʰə²¹ muat²¹ nok⁵²,kʰ ə ²¹ + m ua t ²¹ + n o k ⁵²,,nawsawu2016makyam,1272,false,21 21 52,239,kl2,
5087,Santong,cocoon,ly³³ nok⁵²,l y ³³ + n o k ⁵²,,nawsawu2016makyam,1272,false,33 52,239,st1,
5088,Santong,cocoon,ly³⁵ nok⁴⁴,l y ³⁵ + n o k ⁴⁴,,nawsawu2016makyam,1272,false,35 44,239,st2,
5089,Khalai,termite hill,tʃap⁵² lam⁴⁴ ku⁴⁴,tʃ a p ⁵² + l a m ⁴⁴ + k u ⁴⁴,,nawsawu2016makyam,1273,false,52 44 44,239,kl1,
5090,Khalai,termite hill,tʃap⁵² lam⁴⁴ ku⁴⁴,tʃ a p ⁵² + l a m ⁴⁴ + k u ⁴⁴,,nawsawu2016makyam,1273,false,52 44 44,239,kl2,
5091,Santong,termite hill,kʰə³¹ muat³¹ kʰy⁴⁴,kʰ ə ³¹ + m ua t ³¹ + kʰ y ⁴⁴,,nawsawu2016makyam,1273,false,31 31 44,239,st1,
5092,Santong,termite hill,kʰə²¹ muat²¹ kʰy⁴⁴,kʰ ə ²¹ + m ua t ²¹ + kʰ y ⁴⁴,,nawsawu2016makyam,1273,false,21 21 44,239,st2,
5093,Khalai,beehive,ɲa⁵² pʰɔk³¹,ɲ a ⁵² + pʰ ɔ k ³¹,,nawsawu2016makyam,1274,false,52 31,239,kl1,
5094,Khalai,beehive,ɲa⁵² pʰɔk²¹,ɲ a ⁵² + pʰ ɔ k ²¹,,nawsawu2016makyam,1274,false,52 21,239,kl2,
5095,Santong,beehive,ɲaʔ⁵² pʰɔʔ⁵²,ɲ a ʔ ⁵² + pʰ ɔ ʔ ⁵²,,nawsawu2016makyam,1274,false,͏52 52,239,st1,
5096,Santong,beehive,ɲaʔ²¹ pʰɔʔ⁴⁴,ɲ a ʔ ²¹ + pʰ ɔ ʔ ⁴⁴,,nawsawu2016makyam,1274,false,21 44,239,st2,
